year,team,opponent,date,game,Goals,Catches,Ds,Turnovers,Drops,Throwaways,Goals_against,Hold_pct,Break_pct
2014,Cincinnati Revolution,Chicago Wildfire,2014-04-18,Cincinnati Revolution_Chicago Wildfire_2014-04-18,23,254.0,11.0,28.0,6.0,22.0,22,0.8571428571428571,0.20833333333333334
2014,Cincinnati Revolution,Chicago Wildfire,2014-04-26,Cincinnati Revolution_Chicago Wildfire_2014-04-26,12,1.0,4.0,74.0,20.0,54.0,26,0.36,0.23076923076923078
2014,Cincinnati Revolution,Chicago Wildfire,2014-06-28,Cincinnati Revolution_Chicago Wildfire_2014-06-28,11,40.0,14.0,55.0,7.0,48.0,21,0.5,0.08333333333333333
2014,Cincinnati Revolution,Detroit Mechanix,2014-05-02,Cincinnati Revolution_Detroit Mechanix_2014-05-02,25,160.0,18.0,40.0,3.0,37.0,13,0.7333333333333333,0.6086956521739131
2014,Cincinnati Revolution,Detroit Mechanix,2014-05-10,Cincinnati Revolution_Detroit Mechanix_2014-05-10,20,171.0,21.0,51.0,5.0,46.0,15,0.7647058823529411,0.3888888888888889
2014,Cincinnati Revolution,Detroit Mechanix,2014-07-05,Cincinnati Revolution_Detroit Mechanix_2014-07-05,24,190.0,16.0,38.0,6.0,32.0,20,0.8421052631578947,0.32
2014,Cincinnati Revolution,Indianapolis AlleyCats,2014-05-16,Cincinnati Revolution_Indianapolis AlleyCats_2014-05-16,20,239.0,15.0,39.0,6.0,33.0,24,0.7083333333333334,0.15
2014,Cincinnati Revolution,Indianapolis AlleyCats,2014-06-21,Cincinnati Revolution_Indianapolis AlleyCats_2014-06-21,22,239.0,8.0,23.0,2.0,21.0,23,0.6956521739130435,0.2727272727272727
2014,Cincinnati Revolution,Indianapolis AlleyCats,2014-06-27,Cincinnati Revolution_Indianapolis AlleyCats_2014-06-27,15,81.0,9.0,38.0,1.0,37.0,29,0.5357142857142857,0.0
2014,Cincinnati Revolution,Madison Radicals,2014-04-12,Cincinnati Revolution_Madison Radicals_2014-04-12,16,307.0,11.0,47.0,7.0,40.0,25,0.38461538461538464,0.4
2014,Cincinnati Revolution,Madison Radicals,2014-05-31,Cincinnati Revolution_Madison Radicals_2014-05-31,12,335.0,9.0,40.0,2.0,38.0,29,0.4074074074074074,0.07142857142857142
2014,Cincinnati Revolution,Madison Radicals,2014-06-08,Cincinnati Revolution_Madison Radicals_2014-06-08,14,88.0,5.0,45.0,7.0,38.0,28,0.48148148148148145,0.06666666666666667
2014,Cincinnati Revolution,Minnesota Wind Chill,2014-05-24,Cincinnati Revolution_Minnesota Wind Chill_2014-05-24,25,259.0,11.0,36.0,8.0,28.0,26,0.76,0.23076923076923078
2014,Cincinnati Revolution,Minnesota Wind Chill,2014-06-07,Cincinnati Revolution_Minnesota Wind Chill_2014-06-07,18,183.0,5.0,38.0,6.0,32.0,30,0.5,0.2
2014,DC Breeze,Montreal Royal,2014-06-08,DC Breeze_Montreal Royal_2014-06-08,25,223.0,12.0,32.0,5.0,27.0,24,0.68,0.3333333333333333
2014,DC Breeze,Montreal Royal,2014-06-28,DC Breeze_Montreal Royal_2014-06-28,28,248.0,15.0,24.0,5.0,19.0,20,0.6363636363636364,0.5384615384615384
2014,DC Breeze,New York Empire,2014-06-14,DC Breeze_New York Empire_2014-06-14,31,245.0,13.0,31.0,1.0,30.0,26,0.76,0.375
2014,DC Breeze,New York Empire,2014-06-29,DC Breeze_New York Empire_2014-06-29,13,259.0,9.0,52.0,9.0,43.0,21,0.45454545454545453,0.25
2014,DC Breeze,New York Empire,2014-07-05,DC Breeze_New York Empire_2014-07-05,23,245.0,7.0,32.0,4.0,28.0,31,0.5806451612903226,0.21739130434782608
2014,DC Breeze,New York Empire,2014-07-12,DC Breeze_New York Empire_2014-07-12,14,239.0,16.0,55.0,5.0,50.0,13,0.46153846153846156,0.5714285714285714
2014,DC Breeze,Philadelphia Phoenix,2014-05-03,DC Breeze_Philadelphia Phoenix_2014-05-03,30,263.0,14.0,43.0,2.0,41.0,22,0.9047619047619048,0.3548387096774194
2014,DC Breeze,Philadelphia Phoenix,2014-05-04,DC Breeze_Philadelphia Phoenix_2014-05-04,28,197.0,13.0,44.0,5.0,39.0,19,0.8421052631578947,0.42857142857142855
2014,DC Breeze,Philadelphia Phoenix,2014-05-18,DC Breeze_Philadelphia Phoenix_2014-05-18,25,148.0,9.0,32.0,2.0,30.0,21,0.7272727272727273,0.375
2014,DC Breeze,Philadelphia Phoenix,2014-07-06,DC Breeze_Philadelphia Phoenix_2014-07-06,25,193.0,12.0,36.0,2.0,34.0,20,0.7894736842105263,0.38461538461538464
2014,DC Breeze,Rochester Dragons,2014-04-27,DC Breeze_Rochester Dragons_2014-04-27,30,246.0,18.0,29.0,4.0,25.0,22,0.8636363636363636,0.36666666666666664
2014,DC Breeze,Rochester Dragons,2014-05-25,DC Breeze_Rochester Dragons_2014-05-25,26,248.0,19.0,35.0,5.0,30.0,21,0.8181818181818182,0.32
2014,DC Breeze,Toronto Rush,2014-04-12,DC Breeze_Toronto Rush_2014-04-12,19,150.0,5.0,32.0,0.0,32.0,20,0.7,0.2631578947368421
2014,DC Breeze,Toronto Rush,2014-05-24,DC Breeze_Toronto Rush_2014-05-24,17,303.0,10.0,36.0,4.0,32.0,27,0.4230769230769231,0.3333333333333333
2014,DC Breeze,Toronto Rush,2014-07-19,DC Breeze_Toronto Rush_2014-07-19,12,231.0,5.0,47.0,10.0,37.0,37,0.3055555555555556,0.07692307692307693
2014,Detroit Mechanix,Chicago Wildfire,2014-05-03,Detroit Mechanix_Chicago Wildfire_2014-05-03,9,150.0,20.0,81.0,17.0,64.0,18,0.5,0.0
2014,Detroit Mechanix,Chicago Wildfire,2014-05-31,Detroit Mechanix_Chicago Wildfire_2014-05-31,17,253.0,15.0,39.0,7.0,32.0,31,0.5483870967741935,0.0
2014,Detroit Mechanix,Chicago Wildfire,2014-06-07,Detroit Mechanix_Chicago Wildfire_2014-06-07,13,251.0,10.0,48.0,7.0,41.0,20,0.47619047619047616,0.25
2014,Detroit Mechanix,Cincinnati Revolution,2014-05-02,Detroit Mechanix_Cincinnati Revolution_2014-05-02,13,254.0,17.0,43.0,5.0,38.0,25,0.391304347826087,0.26666666666666666
2014,Detroit Mechanix,Cincinnati Revolution,2014-05-10,Detroit Mechanix_Cincinnati Revolution_2014-05-10,15,126.0,12.0,57.0,9.0,48.0,20,0.6111111111111112,0.23529411764705882
2014,Detroit Mechanix,Cincinnati Revolution,2014-07-05,Detroit Mechanix_Cincinnati Revolution_2014-07-05,20,1.0,17.0,38.0,7.0,31.0,24,0.68,0.15789473684210525
2014,Detroit Mechanix,Indianapolis AlleyCats,2014-04-26,Detroit Mechanix_Indianapolis AlleyCats_2014-04-26,16,203.0,21.0,57.0,11.0,46.0,22,0.5714285714285714,0.23529411764705882
2014,Detroit Mechanix,Indianapolis AlleyCats,2014-05-17,Detroit Mechanix_Indianapolis AlleyCats_2014-05-17,22,241.0,16.0,38.0,2.0,36.0,30,0.6896551724137931,0.08695652173913043
2014,Detroit Mechanix,Indianapolis AlleyCats,2014-07-04,Detroit Mechanix_Indianapolis AlleyCats_2014-07-04,19,253.0,7.0,48.0,7.0,41.0,27,0.5,0.2777777777777778
2014,Detroit Mechanix,Madison Radicals,2014-04-19,Detroit Mechanix_Madison Radicals_2014-04-19,9,277.0,8.0,54.0,8.0,46.0,34,0.25,0.09090909090909091
2014,Detroit Mechanix,Madison Radicals,2014-06-28,Detroit Mechanix_Madison Radicals_2014-06-28,9,153.0,10.0,67.0,8.0,59.0,28,0.25925925925925924,0.2
2014,Detroit Mechanix,Minnesota Wind Chill,2014-04-12,Detroit Mechanix_Minnesota Wind Chill_2014-04-12,21,247.0,9.0,34.0,10.0,24.0,30,0.5862068965517241,0.18181818181818182
2014,Detroit Mechanix,Minnesota Wind Chill,2014-05-25,Detroit Mechanix_Minnesota Wind Chill_2014-05-25,18,254.0,9.0,50.0,6.0,44.0,29,0.5,0.17647058823529413
2014,Detroit Mechanix,Minnesota Wind Chill,2014-06-27,Detroit Mechanix_Minnesota Wind Chill_2014-06-27,16,284.0,5.0,57.0,7.0,50.0,42,0.325,0.16666666666666666
2014,Indianapolis AlleyCats,Chicago Wildfire,2014-04-19,Indianapolis AlleyCats_Chicago Wildfire_2014-04-19,25,218.0,15.0,22.0,4.0,18.0,19,0.8888888888888888,0.34615384615384615
2014,Indianapolis AlleyCats,Chicago Wildfire,2014-05-09,Indianapolis AlleyCats_Chicago Wildfire_2014-05-09,19,227.0,15.0,59.0,17.0,42.0,20,0.6,0.3684210526315789
2014,Indianapolis AlleyCats,Cincinnati Revolution,2014-05-16,Indianapolis AlleyCats_Cincinnati Revolution_2014-05-16,24,277.0,17.0,36.0,8.0,28.0,20,0.85,0.2916666666666667
2014,Indianapolis AlleyCats,Cincinnati Revolution,2014-06-21,Indianapolis AlleyCats_Cincinnati Revolution_2014-06-21,23,202.0,5.0,33.0,2.0,31.0,22,0.7272727272727273,0.30434782608695654
2014,Indianapolis AlleyCats,Cincinnati Revolution,2014-06-27,Indianapolis AlleyCats_Cincinnati Revolution_2014-06-27,29,206.0,18.0,29.0,4.0,25.0,15,1.0,0.4642857142857143
2014,Indianapolis AlleyCats,Detroit Mechanix,2014-04-26,Indianapolis AlleyCats_Detroit Mechanix_2014-04-26,22,229.0,17.0,64.0,8.0,56.0,16,0.7647058823529411,0.42857142857142855
2014,Indianapolis AlleyCats,Detroit Mechanix,2014-05-17,Indianapolis AlleyCats_Detroit Mechanix_2014-05-17,30,212.0,27.0,22.0,3.0,19.0,22,0.9090909090909091,0.3333333333333333
2014,Indianapolis AlleyCats,Detroit Mechanix,2014-07-04,Indianapolis AlleyCats_Detroit Mechanix_2014-07-04,27,209.0,14.0,42.0,3.0,39.0,19,0.7222222222222222,0.5
2014,Indianapolis AlleyCats,Madison Radicals,2014-04-13,Indianapolis AlleyCats_Madison Radicals_2014-04-13,21,189.0,15.0,37.0,3.0,34.0,26,0.7037037037037037,0.1
2014,Indianapolis AlleyCats,Madison Radicals,2014-05-03,Indianapolis AlleyCats_Madison Radicals_2014-05-03,18,218.0,11.0,44.0,10.0,34.0,27,0.6153846153846154,0.10526315789473684
2014,Indianapolis AlleyCats,Madison Radicals,2014-06-07,Indianapolis AlleyCats_Madison Radicals_2014-06-07,12,310.0,5.0,45.0,7.0,38.0,23,0.4583333333333333,0.09090909090909091
2014,Indianapolis AlleyCats,Madison Radicals,2014-07-19,Indianapolis AlleyCats_Madison Radicals_2014-07-19,16,272.0,6.0,42.0,4.0,38.0,25,0.5416666666666666,0.17647058823529413
2014,Indianapolis AlleyCats,Minnesota Wind Chill,2014-05-04,Indianapolis AlleyCats_Minnesota Wind Chill_2014-05-04,22,101.0,13.0,42.0,4.0,38.0,21,0.8095238095238095,0.22727272727272727
2014,Indianapolis AlleyCats,Minnesota Wind Chill,2014-05-31,Indianapolis AlleyCats_Minnesota Wind Chill_2014-05-31,7,93.0,0.0,15.0,0.0,15.0,11,0.7,0.0
2014,Indianapolis AlleyCats,Minnesota Wind Chill,2014-07-13,Indianapolis AlleyCats_Minnesota Wind Chill_2014-07-13,15,273.0,11.0,46.0,8.0,38.0,25,0.43478260869565216,0.29411764705882354
2014,Madison Radicals,Chicago Wildfire,2014-05-23,Madison Radicals_Chicago Wildfire_2014-05-23,13,208.0,10.0,30.0,2.0,28.0,15,0.5,0.4166666666666667
2014,Madison Radicals,Chicago Wildfire,2014-05-24,Madison Radicals_Chicago Wildfire_2014-05-24,15,211.0,12.0,30.0,1.0,29.0,12,0.9090909090909091,0.3125
2014,Madison Radicals,Chicago Wildfire,2014-06-20,Madison Radicals_Chicago Wildfire_2014-06-20,24,239.0,12.0,22.0,4.0,18.0,19,0.8823529411764706,0.34615384615384615
2014,Madison Radicals,Cincinnati Revolution,2014-04-12,Madison Radicals_Cincinnati Revolution_2014-04-12,25,230.0,22.0,37.0,5.0,32.0,16,0.6,0.6153846153846154
2014,Madison Radicals,Cincinnati Revolution,2014-05-31,Madison Radicals_Cincinnati Revolution_2014-05-31,28,203.0,22.0,29.0,4.0,25.0,12,0.9285714285714286,0.5769230769230769
2014,Madison Radicals,Cincinnati Revolution,2014-06-08,Madison Radicals_Cincinnati Revolution_2014-06-08,28,246.0,23.0,21.0,2.0,19.0,14,0.9333333333333333,0.5185185185185185
2014,Madison Radicals,Detroit Mechanix,2014-04-19,Madison Radicals_Detroit Mechanix_2014-04-19,34,230.0,29.0,34.0,4.0,30.0,9,0.9090909090909091,0.75
2014,Madison Radicals,Detroit Mechanix,2014-06-28,Madison Radicals_Detroit Mechanix_2014-06-28,28,221.0,30.0,50.0,7.0,43.0,9,0.8,0.7407407407407407
2014,Madison Radicals,Indianapolis AlleyCats,2014-04-13,Madison Radicals_Indianapolis AlleyCats_2014-04-13,25,280.0,14.0,38.0,3.0,35.0,21,0.8947368421052632,0.2962962962962963
2014,Madison Radicals,Indianapolis AlleyCats,2014-05-03,Madison Radicals_Indianapolis AlleyCats_2014-05-03,27,252.0,19.0,34.0,6.0,28.0,18,0.8947368421052632,0.38461538461538464
2014,Madison Radicals,Indianapolis AlleyCats,2014-06-07,Madison Radicals_Indianapolis AlleyCats_2014-06-07,23,209.0,18.0,31.0,3.0,28.0,12,0.9090909090909091,0.5416666666666666
2014,Madison Radicals,Indianapolis AlleyCats,2014-07-19,Madison Radicals_Indianapolis AlleyCats_2014-07-19,25,268.0,22.0,27.0,4.0,23.0,16,0.8235294117647058,0.4583333333333333
2014,Madison Radicals,Minnesota Wind Chill,2014-04-25,Madison Radicals_Minnesota Wind Chill_2014-04-25,19,193.0,13.0,29.0,6.0,23.0,23,0.7272727272727273,0.15
2014,Madison Radicals,Minnesota Wind Chill,2014-05-09,Madison Radicals_Minnesota Wind Chill_2014-05-09,22,176.0,14.0,54.0,8.0,46.0,15,0.8,0.45454545454545453
2014,Madison Radicals,Minnesota Wind Chill,2014-06-14,Madison Radicals_Minnesota Wind Chill_2014-06-14,23,222.0,18.0,34.0,3.0,31.0,15,0.75,0.5
2014,Madison Radicals,San Jose Spiders,2014-07-26,Madison Radicals_San Jose Spiders_2014-07-26,20,245.0,16.0,23.0,0.0,23.0,23,0.6818181818181818,0.23809523809523808
2014,Minnesota Wind Chill,Chicago Wildfire,2014-04-13,Minnesota Wind Chill_Chicago Wildfire_2014-04-13,19,211.0,15.0,32.0,10.0,22.0,27,0.5185185185185185,0.2631578947368421
2014,Minnesota Wind Chill,Chicago Wildfire,2014-05-17,Minnesota Wind Chill_Chicago Wildfire_2014-05-17,20,315.0,13.0,28.0,13.0,15.0,31,0.5806451612903226,0.1
2014,Minnesota Wind Chill,Chicago Wildfire,2014-06-21,Minnesota Wind Chill_Chicago Wildfire_2014-06-21,22,305.0,15.0,15.0,3.0,12.0,19,0.7894736842105263,0.3181818181818182
2014,Minnesota Wind Chill,Cincinnati Revolution,2014-05-24,Minnesota Wind Chill_Cincinnati Revolution_2014-05-24,26,319.0,16.0,30.0,7.0,23.0,25,0.7692307692307693,0.24
2014,Minnesota Wind Chill,Cincinnati Revolution,2014-06-07,Minnesota Wind Chill_Cincinnati Revolution_2014-06-07,30,368.0,19.0,24.0,6.0,18.0,18,0.8,0.5
2014,Minnesota Wind Chill,Detroit Mechanix,2014-04-12,Minnesota Wind Chill_Detroit Mechanix_2014-04-12,30,212.0,18.0,23.0,5.0,18.0,21,0.8181818181818182,0.41379310344827586
2014,Minnesota Wind Chill,Detroit Mechanix,2014-05-25,Minnesota Wind Chill_Detroit Mechanix_2014-05-25,29,262.0,25.0,28.0,6.0,22.0,18,0.8235294117647058,0.5
2014,Minnesota Wind Chill,Detroit Mechanix,2014-06-27,Minnesota Wind Chill_Detroit Mechanix_2014-06-27,42,242.0,30.0,27.0,4.0,23.0,16,0.8333333333333334,0.675
2014,Minnesota Wind Chill,Indianapolis AlleyCats,2014-05-04,Minnesota Wind Chill_Indianapolis AlleyCats_2014-05-04,21,233.0,16.0,39.0,14.0,25.0,22,0.8095238095238095,0.18181818181818182
2014,Minnesota Wind Chill,Indianapolis AlleyCats,2014-05-10,Minnesota Wind Chill_Indianapolis AlleyCats_2014-05-10,24,343.0,15.0,29.0,5.0,24.0,25,0.7083333333333334,0.28
2014,Minnesota Wind Chill,Indianapolis AlleyCats,2014-07-13,Minnesota Wind Chill_Indianapolis AlleyCats_2014-07-13,25,169.0,14.0,42.0,10.0,32.0,15,0.7058823529411765,0.5652173913043478
2014,Minnesota Wind Chill,Madison Radicals,2014-04-25,Minnesota Wind Chill_Madison Radicals_2014-04-25,23,257.0,17.0,25.0,5.0,20.0,20,0.8095238095238095,0.2727272727272727
2014,Minnesota Wind Chill,Madison Radicals,2014-05-09,Minnesota Wind Chill_Madison Radicals_2014-05-09,15,263.0,17.0,48.0,15.0,33.0,22,0.5454545454545454,0.2
2014,Minnesota Wind Chill,Madison Radicals,2014-06-14,Minnesota Wind Chill_Madison Radicals_2014-06-14,15,300.0,13.0,34.0,7.0,27.0,23,0.5,0.25
2014,Montreal Royal,DC Breeze,2014-06-08,Montreal Royal_DC Breeze_2014-06-08,24,269.0,7.0,35.0,3.0,32.0,25,0.64,0.3333333333333333
2014,Montreal Royal,DC Breeze,2014-06-28,Montreal Royal_DC Breeze_2014-06-28,20,228.0,5.0,35.0,1.0,34.0,28,0.46153846153846156,0.36363636363636365
2014,Montreal Royal,New York Empire,2014-05-03,Montreal Royal_New York Empire_2014-05-03,16,213.0,5.0,35.0,7.0,28.0,17,0.6470588235294118,0.3125
2014,Montreal Royal,New York Empire,2014-05-25,Montreal Royal_New York Empire_2014-05-25,21,278.0,7.0,26.0,2.0,24.0,26,0.7307692307692307,0.09523809523809523
2014,Montreal Royal,New York Empire,2014-06-07,Montreal Royal_New York Empire_2014-06-07,16,242.0,9.0,41.0,3.0,38.0,24,0.4583333333333333,0.3125
2014,Montreal Royal,Philadelphia Phoenix,2014-05-24,Montreal Royal_Philadelphia Phoenix_2014-05-24,23,148.0,27.0,21.0,3.0,18.0,15,0.8,0.4782608695652174
2014,Montreal Royal,Philadelphia Phoenix,2014-06-15,Montreal Royal_Philadelphia Phoenix_2014-06-15,24,141.0,4.0,28.0,0.0,28.0,19,0.8421052631578947,0.3333333333333333
2014,Montreal Royal,Philadelphia Phoenix,2014-06-21,Montreal Royal_Philadelphia Phoenix_2014-06-21,31,244.0,16.0,28.0,4.0,24.0,19,0.7368421052631579,0.5483870967741935
2014,Montreal Royal,Rochester Dragons,2014-05-18,Montreal Royal_Rochester Dragons_2014-05-18,27,219.0,23.0,41.0,7.0,34.0,14,0.9375,0.48
2014,Montreal Royal,Rochester Dragons,2014-06-01,Montreal Royal_Rochester Dragons_2014-06-01,22,221.0,16.0,37.0,2.0,35.0,19,0.7222222222222222,0.391304347826087
2014,Montreal Royal,Toronto Rush,2014-04-19,Montreal Royal_Toronto Rush_2014-04-19,14,145.0,9.0,52.0,3.0,49.0,22,0.5,0.25
2014,Montreal Royal,Toronto Rush,2014-05-31,Montreal Royal_Toronto Rush_2014-05-31,20,274.0,10.0,33.0,4.0,29.0,25,0.625,0.23809523809523808
2014,Montreal Royal,Toronto Rush,2014-06-14,Montreal Royal_Toronto Rush_2014-06-14,18,235.0,7.0,47.0,7.0,40.0,31,0.4,0.3157894736842105
2014,Montreal Royal,Toronto Rush,2014-07-05,Montreal Royal_Toronto Rush_2014-07-05,20,161.0,15.0,51.0,6.0,45.0,19,0.55,0.47368421052631576
2014,New York Empire,Chicago Wildfire,2014-07-19,New York Empire_Chicago Wildfire_2014-07-19,22,267.0,16.0,27.0,2.0,25.0,17,0.8666666666666667,0.375
2014,New York Empire,DC Breeze,2014-06-14,New York Empire_DC Breeze_2014-06-14,26,231.0,12.0,34.0,2.0,32.0,31,0.625,0.24
2014,New York Empire,DC Breeze,2014-06-29,New York Empire_DC Breeze_2014-06-29,21,208.0,15.0,49.0,2.0,47.0,13,0.6923076923076923,0.5714285714285714
2014,New York Empire,DC Breeze,2014-07-05,New York Empire_DC Breeze_2014-07-05,31,204.0,12.0,28.0,1.0,27.0,23,0.782608695652174,0.41935483870967744
2014,New York Empire,DC Breeze,2014-07-12,New York Empire_DC Breeze_2014-07-12,13,295.0,13.0,55.0,4.0,51.0,14,0.42857142857142855,0.5384615384615384
2014,New York Empire,Montreal Royal,2014-05-03,New York Empire_Montreal Royal_2014-05-03,17,231.0,14.0,24.0,3.0,21.0,16,0.6875,0.35294117647058826
2014,New York Empire,Montreal Royal,2014-05-25,New York Empire_Montreal Royal_2014-05-25,26,241.0,13.0,23.0,1.0,22.0,21,0.8695652173913043,0.25
2014,New York Empire,Montreal Royal,2014-06-07,New York Empire_Montreal Royal_2014-06-07,24,240.0,20.0,30.0,4.0,26.0,16,0.6875,0.5416666666666666
2014,New York Empire,Philadelphia Phoenix,2014-05-10,New York Empire_Philadelphia Phoenix_2014-05-10,20,262.0,20.0,53.0,6.0,47.0,10,0.9,0.55
2014,New York Empire,Philadelphia Phoenix,2014-06-01,New York Empire_Philadelphia Phoenix_2014-06-01,27,212.0,13.0,36.0,1.0,35.0,16,0.9375,0.4444444444444444
2014,New York Empire,Rochester Dragons,2014-04-26,New York Empire_Rochester Dragons_2014-04-26,27,202.0,20.0,47.0,3.0,44.0,8,1.0,0.6923076923076923
2014,New York Empire,Rochester Dragons,2014-05-17,New York Empire_Rochester Dragons_2014-05-17,24,178.0,19.0,32.0,1.0,31.0,13,0.8,0.5454545454545454
2014,New York Empire,Rochester Dragons,2014-06-22,New York Empire_Rochester Dragons_2014-06-22,25,235.0,17.0,45.0,3.0,42.0,9,0.7777777777777778,0.72
2014,New York Empire,Toronto Rush,2014-04-13,New York Empire_Toronto Rush_2014-04-13,20,144.0,14.0,43.0,5.0,38.0,22,0.5909090909090909,0.35
2014,New York Empire,Toronto Rush,2014-06-21,New York Empire_Toronto Rush_2014-06-21,18,212.0,9.0,40.0,0.0,40.0,21,0.5652173913043478,0.3125
2014,New York Empire,Toronto Rush,2014-07-26,New York Empire_Toronto Rush_2014-07-26,16,197.0,12.0,46.0,5.0,41.0,31,0.5,0.058823529411764705
2014,Philadelphia Phoenix,DC Breeze,2014-05-03,Philadelphia Phoenix_DC Breeze_2014-05-03,20,266.0,9.0,50.0,9.0,41.0,28,0.6206896551724138,0.10526315789473684
2014,Philadelphia Phoenix,DC Breeze,2014-05-04,Philadelphia Phoenix_DC Breeze_2014-05-04,19,256.0,12.0,52.0,3.0,49.0,28,0.5714285714285714,0.15789473684210525
2014,Philadelphia Phoenix,DC Breeze,2014-05-18,Philadelphia Phoenix_DC Breeze_2014-05-18,21,353.0,8.0,33.0,2.0,31.0,25,0.64,0.23809523809523808
2014,Philadelphia Phoenix,DC Breeze,2014-07-06,Philadelphia Phoenix_DC Breeze_2014-07-06,20,305.0,13.0,34.0,6.0,28.0,24,0.64,0.21052631578947367
2014,Philadelphia Phoenix,Montreal Royal,2014-05-24,Philadelphia Phoenix_Montreal Royal_2014-05-24,15,330.0,13.0,45.0,6.0,39.0,23,0.5217391304347826,0.2
2014,Philadelphia Phoenix,Montreal Royal,2014-06-15,Philadelphia Phoenix_Montreal Royal_2014-06-15,19,269.0,13.0,37.0,8.0,29.0,24,0.625,0.21052631578947367
2014,Philadelphia Phoenix,Montreal Royal,2014-08-05,Philadelphia Phoenix_Montreal Royal_2014-08-05,19,291.0,5.0,42.0,2.0,40.0,31,0.43333333333333335,0.3
2014,Philadelphia Phoenix,New York Empire,2014-05-10,Philadelphia Phoenix_New York Empire_2014-05-10,10,177.0,11.0,56.0,4.0,52.0,20,0.45,0.1
2014,Philadelphia Phoenix,New York Empire,2014-06-01,Philadelphia Phoenix_New York Empire_2014-06-01,16,308.0,11.0,38.0,2.0,36.0,27,0.5555555555555556,0.0625
2014,Philadelphia Phoenix,Rochester Dragons,2014-04-19,Philadelphia Phoenix_Rochester Dragons_2014-04-19,10,198.0,17.0,47.0,3.0,44.0,13,0.4166666666666667,0.45454545454545453
2014,Philadelphia Phoenix,Rochester Dragons,2014-06-14,Philadelphia Phoenix_Rochester Dragons_2014-06-14,17,291.0,12.0,48.0,4.0,44.0,16,0.7333333333333333,0.3333333333333333
2014,Philadelphia Phoenix,Rochester Dragons,2014-07-05,Philadelphia Phoenix_Rochester Dragons_2014-07-05,28,275.0,14.0,34.0,4.0,30.0,23,0.6956521739130435,0.42857142857142855
2014,Philadelphia Phoenix,Toronto Rush,2014-06-22,Philadelphia Phoenix_Toronto Rush_2014-06-22,15,235.0,7.0,48.0,2.0,46.0,29,0.48148148148148145,0.11764705882352941
2014,Philadelphia Phoenix,Toronto Rush,2014-07-12,Philadelphia Phoenix_Toronto Rush_2014-07-12,18,305.0,9.0,35.0,1.0,34.0,24,0.5833333333333334,0.2222222222222222
2014,Rochester Dragons,DC Breeze,2014-04-27,Rochester Dragons_DC Breeze_2014-04-27,22,222.0,11.0,37.0,7.0,30.0,30,0.6333333333333333,0.13636363636363635
2014,Rochester Dragons,DC Breeze,2014-05-25,Rochester Dragons_DC Breeze_2014-05-25,21,293.0,5.0,52.0,2.0,50.0,26,0.68,0.18181818181818182
2014,Rochester Dragons,Montreal Royal,2014-05-18,Rochester Dragons_Montreal Royal_2014-05-18,14,182.0,11.0,51.0,7.0,44.0,27,0.52,0.0625
2014,Rochester Dragons,Montreal Royal,2014-06-01,Rochester Dragons_Montreal Royal_2014-06-01,19,219.0,13.0,40.0,5.0,35.0,22,0.6086956521739131,0.2777777777777778
2014,Rochester Dragons,New York Empire,2014-04-26,Rochester Dragons_New York Empire_2014-04-26,8,195.0,13.0,57.0,9.0,48.0,27,0.3076923076923077,0.0
2014,Rochester Dragons,New York Empire,2014-05-17,Rochester Dragons_New York Empire_2014-05-17,13,234.0,8.0,39.0,4.0,35.0,24,0.45454545454545453,0.2
2014,Rochester Dragons,New York Empire,2014-06-22,Rochester Dragons_New York Empire_2014-06-22,9,250.0,9.0,54.0,12.0,42.0,25,0.28,0.2222222222222222
2014,Rochester Dragons,Philadelphia Phoenix,2014-04-19,Rochester Dragons_Philadelphia Phoenix_2014-04-19,13,156.0,17.0,49.0,4.0,45.0,10,0.5454545454545454,0.5833333333333334
2014,Rochester Dragons,Philadelphia Phoenix,2014-06-14,Rochester Dragons_Philadelphia Phoenix_2014-06-14,16,208.0,19.0,41.0,4.0,37.0,17,0.6666666666666666,0.26666666666666666
2014,Rochester Dragons,Philadelphia Phoenix,2014-07-05,Rochester Dragons_Philadelphia Phoenix_2014-07-05,24,234.0,13.0,35.0,8.0,27.0,29,0.5862068965517241,0.2916666666666667
2014,Rochester Dragons,Toronto Rush,2014-05-03,Rochester Dragons_Toronto Rush_2014-05-03,11,191.0,9.0,66.0,8.0,58.0,26,0.36,0.16666666666666666
2014,Rochester Dragons,Toronto Rush,2014-05-10,Rochester Dragons_Toronto Rush_2014-05-10,18,224.0,9.0,51.0,6.0,45.0,30,0.5517241379310345,0.10526315789473684
2014,Rochester Dragons,Toronto Rush,2014-06-08,Rochester Dragons_Toronto Rush_2014-06-08,18,252.0,8.0,51.0,5.0,46.0,38,0.3333333333333333,0.3
2014,Rochester Dragons,Toronto Rush,2014-06-28,Rochester Dragons_Toronto Rush_2014-06-28,20,212.0,8.0,34.0,4.0,30.0,29,0.6428571428571429,0.09523809523809523
2014,Salt Lake Lions,San Francisco FlameThrowers,2014-04-19,Salt Lake Lions_San Francisco FlameThrowers_2014-04-19,9,214.0,11.0,70.0,14.0,56.0,32,0.28125,0.0
2014,Salt Lake Lions,San Francisco FlameThrowers,2014-05-10,Salt Lake Lions_San Francisco FlameThrowers_2014-05-10,16,207.0,18.0,61.0,8.0,53.0,19,0.55,0.3333333333333333
